FOLIO,EDAD,SEXO,NSE,adophomo,matrimonio,Aborto
4400216,19,1,2,2,4,4
4400218,28,1,2,5,3,3
4400445,17,2,2,1,1,2
4400446,16,2,3,1,1,4
4400447,15,2,3,2,3,2
4400448,29,1,3,3,3,2
4400449,20,2,3,2,4,1
4400450,28,1,3,2,3,4
4400501,24,2,2,5,3,3
4400502,29,2,3,4,4,1
4400525,29,2,1,2,3,2
4400645,17,2,2,2,2,2
4400794,18,2,2,2,2,3
4400819,19,1,3,1,3,1
4400962,26,1,,4,2,1
4401192,29,1,2,4,4,5
4401229,15,1,2,3,2,4
4401500,26,1,2,2,3,5
4401501,29,2,2,3,4,2
4401530,28,1,2,2,2,1
4401580,22,2,,4,2,4
4401668,21,1,2,4,,2
4401669,20,1,3,3,3,1
4401902,22,2,2,2,4,2
4401910,28,2,3,1,1,2
4401918,26,1,3,4,4,2
4401969,17,1,2,5,1,5
4402114,22,2,2,5,5,4
4402115,22,2,2,5,4,1
4402188,24,2,2,4,4,2
4402189,26,2,2,4,4,4
4402190,20,1,2,4,1,1
4402191,27,2,3,5,3,1
4402192,23,2,3,4,,1
4402203,29,2,3,4,4,4
4402204,17,1,2,1,1,5
4402205,16,1,2,4,,1
4402206,16,1,3,4,1,3
4402224,18,2,3,3,4,2
4402315,22,2,3,2,4,1
4402405,27,2,,5,1,5
4402406,23,2,3,5,1,2
4402408,23,2,2,3,1,1
4402454,25,1,3,2,4,1
4402530,17,2,2,2,4,1
4402584,25,1,2,1,3,2
4402644,26,1,2,2,4,2
4402656,17,1,3,3,3,1
4402657,29,2,2,1,4,1
4402658,20,1,2,3,5,2
4402659,16,1,2,1,5,2
4402660,16,1,3,1,5,1
4402661,20,2,3,5,5,2
4402662,16,1,2,1,5,4
4402663,20,1,2,1,5,1
4402701,22,1,2,,4,5
4402702,15,2,2,5,4,3
4402703,29,2,3,4,4,1
4402842,29,1,2,5,3,3
4402843,19,1,3,3,3,5
4403442,19,2,3,2,2,2
4403481,25,1,3,2,2,1
4403488,28,1,3,2,3,5
4403489,27,2,2,4,3,4
4403490,28,1,3,3,3,1
4403578,21,2,3,2,2,1
4403583,22,2,2,1,5,1
4403778,21,1,2,5,4,2
4403779,20,2,3,4,4,5
4403899,29,1,3,4,2,4
4404079,26,1,3,1,5,4
4404080,21,2,3,4,4,5
4404081,19,1,3,3,4,1
4404084,22,2,3,1,3,4
4404086,21,2,3,5,5,1
4404088,27,1,2,4,4,1
4404090,26,2,3,5,2,4
4404091,25,2,2,5,4,2
4404092,19,1,3,5,4,
4404093,21,1,3,5,4,1
4404103,21,1,3,5,3,4
4404104,23,1,2,1,5,2
4404105,21,1,2,1,4,5
4404242,24,2,2,3,1,2
4404372,22,1,3,4,3,2
4404627,28,2,2,4,3,3
4404628,27,1,2,2,2,2
4404658,23,1,3,4,4,4
4404690,25,1,3,4,3,1
4404693,22,1,3,5,4,1
4404694,21,1,2,1,1,5
4404701,27,2,3,4,2,3
4404725,17,1,2,4,4,2
4404931,23,1,3,1,2,1
4404933,22,1,3,2,4,1
4404935,19,2,1,5,3,1
4404945,16,1,1,5,4,5
4404946,20,2,1,3,1,1
4404947,19,1,1,5,5,1
4404948,28,2,1,4,4,3
4404949,29,2,2,4,5,2
4404950,25,2,1,5,5,1
4404951,23,2,2,3,1,1
4405087,21,1,3,5,5,1
4405088,24,2,3,1,5,5
4405105,27,1,2,2,2,4
4405107,21,1,3,1,4,4
4405108,26,2,3,4,2,4
4405109,15,1,1,2,5,1
4405128,29,2,2,3,3,1
4405130,28,2,2,3,4,3
4405136,20,1,,3,3,4
4405137,18,2,,5,3,3
4405203,16,1,2,3,4,5
4405231,21,1,3,3,5,2
4405233,18,2,3,5,3,1
4405257,16,1,3,4,4,1
4405258,19,2,2,5,2,4
4405307,21,2,2,1,1,4
4405308,21,1,3,1,1,4
4405309,29,2,2,1,4,5
4405319,24,2,3,4,4,2
4405327,16,1,2,,,2
4405328,22,1,2,3,3,1
4405342,25,2,2,4,1,4
4405343,19,1,3,5,2,2
4405344,25,1,3,3,3,1
4405345,18,1,3,4,2,4
4405355,23,2,3,4,2,4
4405356,17,2,2,5,4,5
4405379,17,1,2,5,4,4
4405424,23,1,2,5,1,2
4405542,29,2,2,2,2,4
4405567,19,2,2,1,4,4
4405755,16,1,2,2,4,1
4405756,19,1,2,1,1,1
4405757,21,1,3,1,1,4
4405875,29,2,2,2,2,1
4405955,18,2,2,4,4,2
4406007,29,2,3,3,3,2
4406162,21,2,2,4,3,1
4406166,24,1,2,5,3,1
4406167,19,2,2,4,4,3
4406168,29,1,2,4,3,3
4406170,17,1,2,4,3,2
4406171,22,2,2,4,3,
4406172,29,2,2,4,3,3
4406173,29,1,2,4,3,3
4406179,24,1,2,5,3,4
4406181,29,1,2,4,3,4
4406182,29,2,2,4,3,
4406183,21,1,2,4,4,4
4406184,26,2,1,3,4,
4406185,17,2,2,3,4,4
4406186,29,1,2,4,3,3
4406187,26,2,2,4,3,2
4406352,18,1,2,1,3,1
4406356,19,1,2,5,1,2
4406358,21,2,2,4,4,4
4406359,23,2,2,5,5,5
4406360,21,2,2,2,5,2
4406498,26,2,2,5,4,4
4407099,28,2,2,1,3,3
4407100,25,1,2,1,5,5
4407151,27,1,3,4,3,5
4407152,20,2,2,4,4,5
4407206,20,1,2,4,4,2
4407276,23,1,2,1,3,2
4407277,18,2,3,1,2,4
4407278,27,1,2,1,4,4
4407279,19,1,3,1,2,2
4407294,28,2,2,2,3,5
4407296,20,1,1,2,2,4
4407307,25,2,2,2,3,1
4407309,20,2,2,,2,1
4407514,27,2,2,3,4,2
4407516,29,1,2,3,3,1
4407517,15,1,2,1,3,2
4407518,19,2,3,1,5,
4407519,22,1,3,1,3,2
4407768,25,1,2,4,3,3
4407781,19,2,3,1,1,4
4407793,16,1,,5,1,1
4407794,17,1,,1,4,1
4407795,27,1,2,3,3,3
4407894,20,2,3,4,2,1
4408071,19,1,2,2,3,1
4408164,16,2,2,1,3,3
4408165,29,1,2,4,1,1
4408166,21,2,2,3,4,1
4408253,23,1,2,4,4,1
4408254,26,2,2,5,2,3
4408450,29,1,2,4,3,3
4408479,18,1,3,3,3,3
4408739,18,1,3,4,4,2
4408803,17,1,2,3,3,2
4408805,27,2,2,3,3,4
4408812,24,2,2,,,1
4408813,29,2,2,3,1,4
4408878,25,2,2,2,4,1
4408879,16,1,2,4,2,3
4408880,16,2,3,4,2,3
4408881,15,1,3,3,3,2
4408882,28,2,3,2,2,4
4409271,17,1,3,4,2,2
4409272,18,2,3,5,1,2
4409273,21,2,3,5,2,5
4409397,26,1,2,2,4,3
4409398,21,1,2,3,3,5
4409541,15,1,3,3,2,4
4409658,16,2,3,3,2,1
4409717,17,1,3,5,5,3
4409718,16,2,3,4,3,3
4409719,15,2,3,5,1,5
4409957,28,2,1,5,1,5
4409958,21,2,1,5,1,4
4410008,24,1,3,5,2,3
4410632,25,2,3,1,5,3
4410633,28,2,2,3,5,4
4410706,29,2,1,2,4,1
4410752,19,2,2,4,4,1
4410753,16,1,2,4,2,5
4410754,16,1,,4,,
4410755,20,2,2,4,4,5
4410756,15,2,2,4,4,1
4410958,22,1,3,,5,1
4411020,20,1,2,4,4,2
4411075,29,1,2,1,5,2
4411188,20,1,3,4,4,4
4411203,29,2,2,4,2,1
4411204,24,1,3,3,4,2
4411215,25,2,3,4,2,4
4411216,29,2,3,3,2,1
4411365,26,2,3,2,3,2
4411470,19,2,2,5,5,1
4411479,19,2,2,5,1,1
4411532,28,1,2,2,4,5
4411541,27,2,3,1,3,1
4411542,17,2,3,5,2,4
4411589,18,2,3,4,4,2
4411867,26,1,2,3,4,4
4411868,20,1,2,5,1,4
4411869,16,2,3,4,2,2
4411870,25,2,2,2,4,1
4411872,23,1,2,2,4,5
4411873,21,2,2,4,2,5
4411898,28,2,2,4,4,5
4411961,21,1,2,5,3,4
4412047,29,1,2,2,4,3
4412048,22,1,2,2,3,3
4412067,25,2,2,2,2,4
4412078,17,1,2,2,3,4
4412079,24,2,3,4,2,1
4412081,23,1,3,4,2,4
4412082,21,1,2,1,3,3
4412089,29,2,3,4,1,4
4412090,19,1,3,4,4,2
4412091,18,1,3,4,1,1
4412092,20,2,3,3,1,3
4412093,24,2,2,4,1,1
4412094,29,1,3,1,4,2
4412203,16,1,3,3,3,2
4412204,19,1,,3,3,3
4412240,20,2,2,1,5,3
4412242,20,2,3,4,2,5
4412243,18,1,2,4,4,2
4412244,27,1,2,4,4,4
4412297,21,1,2,4,3,2
4412303,26,2,3,3,4,2
4412305,18,1,2,4,4,2
4412354,26,1,2,2,3,5
4412543,16,2,2,4,5,5
4412559,27,2,2,3,2,3
4412560,29,1,2,1,5,4
4412561,16,1,2,1,4,3
4412651,22,1,3,1,5,2
4412729,16,1,2,4,2,2
4412730,19,2,1,5,2,4
4412731,20,1,3,5,2,1
4412732,21,1,2,4,4,2
4412733,24,1,2,2,4,3
4412737,27,1,2,1,5,2
4412739,29,1,1,4,4,5
4412740,28,2,2,4,3,2
4412761,25,1,2,1,5,1
4412762,25,2,2,1,5,2
4412820,29,1,2,4,4,4
4412821,15,2,3,3,4,1
4412822,18,2,2,5,5,1
4412823,17,1,2,2,4,5
4412824,22,1,3,3,4,4
4412881,22,1,3,1,2,4
4412882,22,2,3,5,5,3
4412883,19,1,2,1,3,3
4413318,29,2,2,5,2,2
4413319,25,2,2,5,2,3
4413486,26,1,3,4,4,2
4413748,29,2,3,5,4,2
4413804,20,1,3,5,3,1
4413805,25,2,3,5,3,2
4413806,23,2,2,4,3,2
4413807,29,1,1,5,3,2
4413819,29,1,2,2,3,1
4413822,18,2,3,5,3,3
4413846,29,2,2,4,4,3
4413870,23,1,3,2,3,5
4413975,26,2,3,2,5,1
4414119,23,1,3,4,1,4
4414120,29,1,2,4,4,5
4414121,17,1,2,4,4,5
4414142,29,2,2,4,4,4
4414148,18,1,2,3,4,5
4414180,16,1,3,2,4,5
4414181,16,2,2,4,2,4
4414182,20,2,2,4,4,5
4414242,19,2,,,,3
4414273,23,2,2,4,3,2
4414274,19,1,3,5,1,3
4414287,29,2,2,5,3,4
4414354,20,1,3,3,,5
4414403,17,1,2,5,3,5
4414405,22,2,2,5,2,4
4414406,27,1,3,5,2,5
4414407,26,2,2,5,5,2
4414416,19,1,2,3,2,1
4414418,18,1,3,4,2,3
4414419,29,2,3,3,3,4
4414437,24,2,3,5,2,2
4414443,26,2,3,3,4,2
4414447,19,2,2,4,3,2
4414456,22,2,2,4,2,
4414457,17,1,2,4,4,3
4414458,17,2,2,5,1,3
4414488,23,2,2,3,1,2
4414489,29,1,3,4,,2
4414502,28,2,2,2,4,5
4414503,19,2,2,2,2,1
4414504,29,2,2,4,1,
4414508,23,2,3,5,1,1
4414527,29,2,1,5,3,2
4414539,29,2,2,3,2,4
4414596,20,2,2,4,4,2
4414597,20,2,2,4,4,2
4414598,25,2,2,4,4,2
4414600,27,1,2,,,1
4414612,19,1,2,4,2,5
4414684,21,2,3,5,2,2
4414685,19,1,2,4,4,3
4414755,15,2,3,,,1
4414840,15,1,3,4,3,1
4414899,29,1,,,,1
4414949,21,2,2,3,3,4
4414950,21,1,2,4,5,2
4414951,17,2,2,2,3,2
4414952,17,1,2,3,3,1
4414983,28,2,,,,1
4414991,25,2,2,3,3,1
4414992,16,2,3,4,4,3
4414993,25,2,2,4,1,4
4414994,25,2,2,4,1,2
4414995,17,1,,4,1,5
4414996,24,1,3,4,1,5
4414997,24,1,2,4,4,1
4414998,28,2,2,4,4,2
4415017,20,1,2,1,4,4
4415019,29,1,2,1,5,4
4415020,27,2,2,4,4,2
4415036,25,1,2,4,3,5
4415037,17,1,2,4,3,5
4415038,27,1,2,4,3,5
4415039,20,2,2,4,4,2
4415043,29,2,2,4,3,5
4415048,21,1,3,2,4,1
4415049,17,1,3,4,3,4
4415050,27,1,3,2,4,2
4415059,16,2,3,3,2,2
4415060,24,2,3,4,5,5
4415061,19,2,3,4,3,2
4415062,23,1,2,4,3,2
4415071,24,1,3,4,3,4
4415072,26,1,2,4,3,4
4415073,18,2,2,4,2,4
4415074,20,2,2,4,4,3
4415183,28,2,2,4,4,1
4415184,24,2,2,4,1,1
4415185,29,2,2,5,3,4
4415186,22,2,2,5,5,4
4415187,27,1,2,5,5,1
4415217,29,1,2,2,4,4
4415260,21,1,2,4,3,4
4415261,21,1,2,5,5,5
4415262,26,2,2,4,3,2
4415263,19,1,3,1,1,4
4415264,29,1,2,5,5,2
4415265,19,1,2,5,3,2
4415266,21,2,2,4,3,5
4415267,17,2,2,5,4,5
4415271,17,1,2,4,5,2
4415272,15,2,3,1,2,4
4415273,21,2,3,1,2,5
4415274,18,1,2,5,4,5
4415277,22,1,2,5,1,5
4415278,29,2,2,4,3,3
4415279,16,2,2,4,5,1
4415280,15,1,2,2,4,5
4415305,15,2,2,5,4,1
4415384,17,2,2,3,4,3
4415413,26,1,2,4,5,2
4415445,29,1,2,1,3,2
4415446,28,2,2,2,2,5
4415448,27,1,2,1,2,2
4415713,24,2,,2,2,1
4415715,28,1,2,4,4,
4415774,27,1,3,4,3,1
4415775,20,2,2,4,4,1
4415951,19,1,3,3,4,1
4415989,29,2,3,3,4,2
4416052,20,1,2,3,4,1
4416118,29,2,2,3,4,1
4416144,29,1,2,4,3,5
4416211,23,1,2,2,3,3
4416222,15,2,2,1,4,2
4416230,28,1,2,4,4,2
4416231,20,1,2,4,,4
4416232,20,1,3,4,2,4
4416233,27,1,3,3,5,2
4416250,29,1,2,3,4,2
4416278,27,2,2,1,4,2
4416279,26,2,2,5,2,3
4416280,25,2,2,5,1,2
4416281,28,1,2,5,5,2
4416282,17,2,3,4,5,3
4416304,26,1,3,5,3,4
4416305,27,1,3,5,4,2
4416306,17,1,3,4,4,5
4416307,16,1,2,4,4,5
4416308,18,2,3,4,1,5
4416309,25,2,3,5,5,1
4416310,21,2,2,5,1,5
4416311,22,1,3,2,3,5
4416328,29,1,2,1,4,4
4416330,17,1,2,5,4,2
4416331,22,2,2,2,4,3
4416332,29,1,3,5,1,3
4416333,28,1,2,4,3,4
4416334,29,1,2,2,4,4
4416335,29,2,2,1,4,4
4416336,19,1,3,1,2,4
4416337,27,1,3,5,1,1
4416338,23,2,2,4,4,1
4416339,16,1,2,5,5,2
4416340,16,1,2,,5,5
4416341,23,2,3,4,3,5
4416360,21,2,3,3,4,2
4416361,20,2,2,5,4,1
4416362,29,2,2,5,1,2
4416363,18,2,2,4,4,1
4416364,25,1,3,1,5,1
4416365,18,2,2,4,4,1
4416366,29,1,2,5,5,1
4416367,18,1,2,4,3,3
4416506,29,1,2,3,2,5
4416584,28,2,2,2,4,2
4416691,27,2,2,3,4,4
4416754,27,2,2,3,4,5
4416760,18,2,2,3,2,
4416809,29,2,1,5,1,2
4416922,27,2,,5,1,5
4416925,27,2,3,4,4,1
4416948,29,1,2,3,3,2
4417123,29,2,2,3,2,2
4417457,28,2,2,2,4,4
4417922,22,1,3,2,4,1
4417923,16,1,1,5,2,4
4417924,25,2,1,5,2,1
4417929,20,1,2,3,1,5
4417930,24,1,3,5,5,4
4418073,15,1,1,4,,5
4418080,26,2,1,3,4,5
4418082,25,1,2,5,5,5
4418153,22,2,2,3,4,5
4418163,28,2,2,2,3,5
4418174,21,1,2,2,4,1
4418259,23,1,2,3,3,5
4418260,23,1,2,4,4,3
4418261,23,1,2,3,3,1
4418263,25,2,1,4,4,1
4418264,27,1,2,3,3,1
4418265,25,2,2,,,1
4418312,21,1,2,3,3,1
4418378,16,1,3,3,,1
4418379,29,1,2,2,1,2
4418407,29,2,2,2,2,3
4418408,21,1,3,3,2,5
4418418,27,1,2,4,2,2
4418419,22,2,3,4,2,2
4418420,28,2,2,4,2,
4418421,24,2,3,4,5,5
4418423,16,1,2,2,4,1
4418424,21,2,2,2,5,1
4418425,21,1,2,4,5,5
4418427,24,1,2,4,2,4
4418428,28,2,2,4,4,5
4418446,29,2,2,3,4,5
4418501,26,2,3,2,2,1
4418568,15,1,2,2,3,2
4418595,19,1,3,2,2,2
4418623,23,2,2,4,2,1
4418626,15,1,3,5,4,1
4418627,19,1,2,5,5,2
4418628,29,2,2,4,1,2
4418629,24,2,2,5,1,3
4418631,24,2,2,5,2,1
4418645,21,2,1,4,3,5
4418649,28,1,2,4,3,3
4418650,22,2,3,4,4,4
4418654,24,1,2,4,3,1
4418655,19,2,2,4,3,4
4418656,18,1,2,4,3,4
4418658,29,2,3,2,3,4
4418672,16,1,2,3,4,3
4418673,23,2,2,5,3,3
4418674,29,1,3,3,4,1
4418675,22,2,3,4,3,4
4418676,23,1,3,1,1,3
4418677,29,1,3,2,4,5
4418678,18,2,3,4,4,5
4418679,16,1,3,5,4,1
4418680,18,2,2,4,3,1
4418682,25,1,2,4,3,5
4418683,19,2,3,4,3,3
4418684,22,1,2,4,3,3
4418747,26,1,2,4,4,4
4418748,27,2,2,4,4,2
4418749,26,2,3,3,4,1
4418750,29,2,3,3,4,5
4418788,24,1,3,4,4,1
4418789,29,2,2,4,4,
4418868,29,1,2,1,2,1
4418872,21,1,2,4,4,1
4418883,29,2,2,2,4,1
4419190,27,1,3,5,5,1
4419224,27,1,3,5,5,2
4419256,24,1,3,,,5
4419323,16,1,2,3,4,5
4419462,27,2,3,3,1,4
4419571,20,2,2,4,4,4
4419579,29,2,2,1,3,4
4419582,16,1,3,3,3,1
4419583,26,2,2,5,5,1
4419600,25,1,3,5,3,5
4419714,27,2,2,4,5,5
4419734,16,1,2,2,3,1
4419735,16,1,2,3,3,1
4419820,22,1,3,1,2,5
4419872,15,2,1,4,4,5
4419886,24,2,1,4,4,3
4420024,24,1,2,4,4,3
4420111,29,2,3,4,3,2
4420116,23,2,2,1,4,2
4420117,18,1,3,5,1,3
4420118,23,1,3,4,1,1
4420126,28,2,2,1,3,1
4420247,16,1,2,5,5,
4420248,22,1,2,5,1,3
4420317,29,1,2,2,4,2
4420391,24,1,3,3,3,5
4420398,16,2,2,5,1,4
4420399,21,1,3,5,3,3
4420554,16,1,3,4,4,3
4420647,20,1,3,3,3,2
4420654,21,2,3,3,1,2
4420800,26,2,3,3,3,2
4420836,29,2,2,5,4,5
4420837,24,2,3,2,3,1
4420929,24,2,3,5,1,2
4421018,24,2,2,4,3,2
4421019,29,1,2,4,3,2
4421108,25,2,3,4,2,4
4421118,22,1,2,2,3,4
4421119,29,2,2,1,1,5
4421173,16,2,2,5,1,4
4421210,15,2,2,4,4,4
4421211,23,1,3,2,5,5
4421212,27,1,3,3,4,2
4421213,29,1,2,4,3,2
4421214,25,1,2,4,2,4
4421215,19,1,3,2,4,2
4421216,16,1,2,4,4,2
4421217,27,1,3,3,4,2
4421234,25,2,2,4,4,2
4421344,23,2,2,2,2,2
4421345,29,2,3,3,2,
4421346,27,2,2,4,4,3
4421347,19,1,3,4,4,3
4421356,19,1,3,4,3,2
4421361,29,1,2,5,5,1
4421364,29,1,2,5,3,3
4421371,26,1,1,4,4,2
4421385,19,1,3,5,1,1
4421398,28,2,2,2,5,3
4421399,17,1,3,4,2,1
4421400,29,2,2,4,2,4
4421503,27,2,3,3,1,2
4421506,29,2,2,3,3,2
4421507,22,1,2,3,2,4
4421546,28,2,3,3,2,4
4421563,29,2,2,3,3,5
4421572,26,2,3,4,2,3
4421576,22,2,1,4,2,5
4421619,25,1,,5,3,5
4421639,28,2,2,5,1,4
4421640,22,2,3,4,3,4
4421641,15,2,2,5,3,5
4421642,17,1,3,4,1,2
4421643,19,2,2,5,4,2
4421672,29,1,2,5,3,2
4421696,29,2,2,3,3,1
4421937,19,1,3,4,2,1
4421938,19,2,3,5,3,5
4421941,16,2,3,5,1,5
4421942,28,2,3,3,2,5
4421945,16,2,2,3,2,5
4421946,18,1,2,4,2,5
4421947,29,2,3,1,5,1
4421950,29,2,3,5,4,2
4421967,29,1,2,1,4,4
4421968,25,2,2,5,4,3
4421969,22,2,2,5,3,5
4421970,27,1,2,2,1,1
4421971,26,2,2,5,3,4
4421972,29,2,2,1,5,5
4421973,26,2,2,3,2,1
4421974,19,2,2,3,4,2
4421975,29,2,2,1,5,4
4421976,29,2,2,1,5,2
4421977,17,2,2,5,2,1
4422046,22,2,3,3,3,4
4422121,27,2,3,3,4,4
4422183,19,2,1,4,2,2
4422186,19,2,2,2,2,4
4422216,21,2,2,5,2,1
4422217,23,1,,4,2,2
4422218,29,1,2,5,2,1
4422304,29,2,2,4,3,2
4422347,21,2,3,4,2,2
4422348,22,2,3,5,2,4
4422349,20,2,2,5,2,2
4422350,21,2,2,5,2,3
4422351,19,1,,5,1,1
4422402,15,1,3,3,4,1
4422599,17,1,2,4,2,1
4422660,20,1,2,1,1,5
4422664,25,1,3,3,5,5
4422694,21,2,3,5,5,5
4423055,25,2,1,4,2,5
4423246,16,2,2,5,3,4
4423265,26,2,3,2,4,5
4423357,19,1,2,4,4,1
4423363,29,1,2,3,1,1
4423369,21,2,3,4,3,3
4423370,24,1,3,2,2,3
4423444,22,2,2,2,3,4
4423486,24,2,2,2,2,1
4423487,29,1,1,2,2,1
4423488,16,1,2,4,3,2
4423538,20,2,3,4,1,5
4423539,25,2,3,4,4,1
4423540,20,1,2,4,4,1
4423541,22,2,2,4,1,5
4423542,17,2,2,1,4,1
4423564,28,2,3,5,4,5
4423565,24,2,2,3,4,4
4423566,22,2,2,4,4,3
4423567,23,2,3,3,4,4
4423568,23,1,2,5,1,4
4423569,19,1,3,5,2,1
4423593,28,2,3,2,4,5
4423635,29,2,3,4,2,4
4423639,18,1,3,1,3,3
4423707,17,2,2,1,5,3
4423740,25,1,2,5,1,4
4423741,20,1,2,4,4,4
4423742,25,2,2,5,4,1
4423749,26,1,2,3,1,5
4423772,29,2,1,3,3,4
4423773,15,1,1,5,3,2
4423785,27,1,2,4,3,1
4423786,23,2,2,4,3,5
4423814,27,2,3,2,4,2
4423823,17,1,2,1,1,3
4423851,21,2,2,5,5,2
4423852,20,2,2,5,3,4
4423890,26,2,3,3,4,2
4423891,29,2,2,4,2,2
4423892,19,2,3,4,4,2
4423893,18,2,2,3,5,1
4423895,20,1,3,4,5,4
4423897,28,2,2,4,2,2
4423898,20,2,2,4,3,3
4423899,15,1,2,4,4,3
4423904,28,2,1,5,3,1
4423905,27,2,2,4,3,2
4423907,18,1,2,3,3,1
4423908,26,2,3,5,5,5
4423909,29,2,3,4,4,1
4423910,27,2,3,4,4,2
4423911,17,1,2,3,3,1
4423912,23,2,2,3,3,4
4423913,19,2,2,5,5,2
4423915,23,2,3,3,1,3
4423917,27,1,2,2,3,4
4423919,29,2,2,4,4,4
4423920,20,1,3,4,2,2
4423921,19,1,1,4,4,2
4423950,24,2,2,4,4,1
4423951,29,2,2,4,4,1
4423953,19,1,2,5,4,2
4423955,24,2,2,4,2,2
4423962,15,1,2,3,4,1
4423984,27,1,2,4,2,4
4424025,29,1,3,2,2,2
4424044,21,2,1,5,2,5
4424054,23,2,3,5,1,1
4424055,25,2,3,4,3,1
4424056,15,2,3,4,4,1
4424057,27,2,3,4,4,1
4424058,22,1,2,4,4,3
4424059,22,1,2,4,4,3
4424060,19,2,2,5,2,1
4424061,19,2,3,5,4,2
4424062,18,2,2,5,3,2
4424063,18,2,3,3,3,2
4424064,18,2,2,5,5,2
4424068,24,2,2,1,5,4
4424069,24,2,2,1,5,1
4424070,27,1,3,1,5,4
4424154,21,2,3,3,1,1
4424241,25,2,1,4,2,5
4424242,28,1,1,2,1,5
4424243,29,1,1,3,3,1
4424244,21,2,1,4,4,4
4424245,24,2,1,4,4,4
4424246,27,1,1,3,4,2
4424247,20,2,1,5,5,5
4424248,25,2,1,4,4,1
4424249,24,2,2,3,3,1
4424250,27,1,2,5,4,1
4424251,29,2,1,2,4,3
4424252,23,2,2,3,3,3
4424844,20,2,2,4,2,4
4424845,21,1,2,,4,1
4424940,28,2,2,1,1,1
4424991,27,2,3,2,2,1
4424992,18,2,3,4,2,1
4425019,25,1,2,2,4,2
4425025,26,1,1,4,2,1
4425026,25,1,2,5,2,5
4425028,29,2,1,5,2,3
4425029,28,2,1,3,5,4
4425030,20,1,2,4,4,4
4425157,24,2,2,3,2,4
4425159,23,2,3,5,1,2
4425160,29,1,2,1,4,2
4425161,22,2,2,5,1,2
4425162,19,2,2,5,1,1
4425389,28,2,2,2,4,4
4425575,20,1,1,5,5,2
4425618,19,1,3,1,5,5
4425640,20,2,3,3,4,2
4425687,23,1,2,3,1,4
4425690,22,2,2,5,2,4
4425843,24,1,2,2,3,5
4425874,17,1,2,5,,4
4425881,21,1,2,2,3,2
4425989,25,2,2,1,4,5
4426047,16,1,2,5,3,4
4426048,29,1,3,2,2,4
4426049,29,1,2,1,4,5
4426148,17,2,3,5,3,4
4426154,25,2,3,1,,4
4426155,16,2,,4,4,5
4426170,29,1,2,1,4,5
4426210,16,1,2,4,4,1
4426288,28,1,1,4,5,1
4426307,23,1,3,3,4,2
4426312,22,2,2,4,2,5
4426314,19,2,2,4,3,1
4426315,17,2,2,4,5,4
4426316,25,2,3,1,1,2
4426318,28,2,2,4,4,2
4426358,17,2,3,4,2,2
4426359,17,2,3,,,4
4426360,29,2,3,2,4,4
4426361,23,2,3,4,2,5
4426372,19,1,2,3,4,4
4426373,27,1,2,3,3,4
4426374,27,2,2,3,4,4
4426424,29,2,2,5,5,3
4426448,25,1,2,4,4,1
4426451,17,2,1,5,1,1
4426474,22,1,3,2,4,4
4426475,21,1,3,5,5,3
4426476,28,1,2,5,2,4
4426477,19,1,2,5,2,2
4426478,23,2,2,5,5,2
4426479,27,2,3,4,3,1
4426480,29,1,2,5,2,2
4426481,16,1,2,5,4,3
4426507,23,1,2,4,1,3
4426519,23,2,2,4,4,4
4426645,29,2,2,1,3,3
4426832,29,2,2,2,2,2
4426876,15,1,2,2,4,3
4426952,16,2,2,2,4,1
4427062,18,1,2,4,1,
4427180,29,1,2,1,4,2
4427196,19,1,2,5,1,2
4427197,22,1,1,5,5,5
4427198,27,1,1,5,5,4
4427201,21,1,,5,4,4
4427202,21,1,3,3,2,4
4427203,17,1,3,2,1,4
4427210,21,2,2,5,3,4
4427211,21,2,1,5,5,4
4427212,25,2,2,4,3,4
4427296,20,2,3,4,5,3
4427305,16,2,3,4,4,3
4427306,16,2,3,3,3,3
4427307,15,1,2,4,5,1
4427808,22,1,2,1,4,2
4427973,17,1,2,3,3,5
4427974,28,2,2,1,5,2
4427975,19,1,1,4,3,4
4427980,24,2,2,4,3,3
4427981,17,1,3,2,3,4
4427995,16,2,3,5,2,1
4428034,27,1,2,3,4,4
4428121,22,2,2,4,4,5
4428209,22,2,2,4,4,2
4428879,18,2,2,4,4,1
4428948,23,1,2,4,4,5
4428954,29,2,2,2,4,2
4428955,16,2,,3,3,1
4428956,28,2,3,4,1,1
4429117,27,2,2,5,1,2
4429128,25,1,2,1,1,3
4429129,29,2,3,4,2,3
4429227,21,1,2,1,5,5
4429230,15,1,,4,4,5
4429231,18,1,2,3,3,5
4429232,19,1,,5,3,4
4429233,22,1,3,5,3,3
4429234,21,2,2,5,1,3
4429258,29,2,2,1,4,1
4429323,25,2,2,1,1,1
4429371,25,1,2,1,5,3
4429395,26,2,2,1,4,4
4429435,20,1,2,4,2,1
4429436,26,1,2,4,3,3
4429437,20,1,2,5,1,1
4429438,24,1,2,4,4,3
4429439,17,1,3,5,3,2
4429440,17,1,3,5,4,5
4429540,27,1,2,2,4,5
4429543,29,2,2,4,4,3
4429586,21,2,2,4,4,2
4429660,24,2,2,4,4,2
4429871,22,1,2,2,2,3
4429876,18,2,2,5,2,1
4429921,27,1,2,1,4,4
4429929,20,2,2,1,4,2
4429939,29,1,2,1,5,3
4429980,27,2,2,4,4,2
4430020,23,2,3,4,4,4
4430114,19,2,2,4,3,2
4430155,24,1,2,3,4,1
