FOLIO,EDAD,SEXO,NSE,adophomo,matrimonio,Aborto
4300652,23,2,2,5,1,1
4300654,29,2,,4,3,1
4300655,18,1,1,5,4,3
4300699,25,1,2,4,2,4
4300700,19,1,2,4,2,5
4300701,20,1,3,4,3,5
4300702,25,1,3,4,4,4
4300703,23,1,3,4,4,4
4300704,19,1,2,2,4,5
4300705,25,1,2,4,3,1
4300858,24,1,2,4,3,2
4300895,28,1,3,1,4,4
4300897,19,1,,2,1,3
4300899,24,2,2,4,4,4
4300900,27,1,2,4,4,2
4300927,25,2,2,2,4,5
4300989,21,1,3,4,3,2
4300992,29,2,2,4,4,1
4301034,15,1,3,2,5,4
4301038,17,1,2,5,1,4
4301039,29,2,3,1,1,4
4301041,25,1,3,5,1,3
4301061,19,1,3,4,4,4
4301077,26,2,2,3,4,2
4301078,21,2,2,5,1,5
4301091,25,2,3,5,3,1
4301093,27,2,3,5,5,4
4301094,29,2,2,4,4,2
4301095,19,1,3,4,4,3
4301105,29,2,1,5,1,5
4301107,28,1,,3,1,5
4301110,20,2,,5,3,4
4301114,24,1,3,4,4,5
4301118,15,2,2,1,5,2
4301119,18,1,2,5,3,3
4301120,20,1,3,5,1,1
4301121,18,2,2,2,4,2
4301123,19,1,3,5,3,2
4301125,16,1,3,4,,4
4301155,20,2,3,5,5,2
4301156,16,2,2,3,4,1
4301157,25,2,3,4,5,3
4301159,19,2,2,1,5,5
4301163,29,2,2,2,2,1
4301164,21,1,2,4,3,4
4301220,24,2,3,5,5,1
4301221,29,1,2,5,1,4
4301268,29,1,3,2,4,2
4301277,19,1,3,5,3,2
4301304,16,1,1,4,5,4
4301306,29,2,2,5,5,5
4301307,28,2,1,,1,4
4301308,21,2,2,5,1,4
4301346,23,1,3,4,4,1
4301351,18,1,3,1,4,4
4301372,25,2,3,1,5,1
4301376,22,1,2,5,3,4
4301379,21,1,3,2,2,2
4301381,16,1,2,4,2,4
4301387,19,2,3,4,4,1
4301388,19,1,2,2,4,4
4301623,19,1,3,2,2,1
4301624,29,2,2,5,1,1
4301625,29,1,2,2,2,1
4301629,19,2,3,2,2,2
4301631,17,1,3,1,3,2
4301671,25,2,,5,1,3
4301672,18,1,3,,,2
4301673,24,2,3,1,1,2
4301705,26,2,2,5,3,1
4301706,18,2,3,5,3,4
4301710,24,1,1,3,3,2
4301806,15,1,2,2,2,2
4301836,18,2,2,2,3,2
4301837,24,2,2,2,3,5
4302116,22,2,3,4,4,4
4302117,17,1,,4,4,3
4302118,26,2,,4,4,1
4302367,27,1,2,5,2,2
4302514,15,2,3,3,2,1
4302666,28,2,1,2,4,2
4302667,20,2,1,2,4,1
4302668,29,1,1,2,4,1
4302673,18,1,,4,2,1
4302674,29,1,2,5,1,1
4302675,24,1,2,4,5,1
4302716,27,2,1,5,2,1
4302719,20,1,2,4,4,1
4302723,21,1,2,4,3,1
4302770,29,2,2,5,3,1
4302816,22,2,,5,2,4
4302867,20,2,2,5,3,4
4302868,29,1,2,5,4,4
4303189,29,2,2,1,1,2
4303216,27,2,1,2,3,3
4303372,16,1,2,4,2,4
4303432,25,2,2,4,2,4
4303617,27,1,2,1,5,4
4303618,18,1,3,5,3,4
4303806,16,2,1,3,4,1
4303808,20,2,3,5,3,3
4303809,26,2,2,4,4,2
4303814,19,2,3,5,3,5
4303818,19,1,3,1,1,1
4303828,26,1,3,4,4,4
4303862,21,2,2,4,2,4
4304110,29,2,3,3,4,2
4304112,23,1,2,5,2,2
4304114,29,1,2,4,3,2
4304118,25,1,3,4,4,4
4304158,19,2,3,3,5,2
4304294,21,2,2,4,3,4
4304397,20,2,2,5,3,4
4304417,19,1,3,2,3,1
4304467,18,1,3,5,5,2
4304566,29,1,3,5,3,1
4304567,16,1,2,5,1,1
4304568,27,2,2,1,5,1
4304569,19,1,1,4,1,2
4304575,19,1,2,5,2,1
4304576,21,2,2,1,5,2
4304577,19,2,2,5,3,1
4304610,21,1,3,3,3,1
4304656,22,1,3,2,4,1
4304657,25,2,3,5,1,3
4304658,18,2,2,4,3,2
4304711,16,1,3,4,3,4
4304713,29,1,2,5,1,1
4304822,27,1,2,1,1,1
4304825,20,1,3,5,3,1
4304827,23,1,2,1,5,4
4304828,15,1,3,1,2,2
4304844,26,2,2,2,3,2
4304862,25,2,3,2,4,
4304863,23,1,2,2,2,5
4304864,29,2,,4,2,1
4304865,28,1,2,4,2,2
4304873,27,2,2,4,5,4
4304923,16,1,3,2,4,2
4304938,22,1,3,2,5,3
4304940,19,2,3,4,,2
4304944,17,1,3,4,4,4
4305037,29,1,3,,,4
4305038,20,1,2,5,5,3
4305039,26,2,2,4,5,5
4305046,25,1,2,1,5,1
4305047,25,1,3,3,3,2
4305048,26,1,2,4,5,1
4305049,19,2,3,2,3,5
4305114,17,1,2,1,4,4
4305115,20,1,3,1,4,2
4305117,29,1,2,2,5,2
4305135,19,1,3,1,5,1
4305450,29,2,2,5,1,1
4305465,20,1,3,5,2,5
4305523,19,2,3,1,3,5
4305584,15,2,2,3,4,4
4305666,15,1,2,1,2,2
4306309,26,2,2,5,3,3
4306311,29,1,2,3,4,4
4306312,19,1,3,1,1,2
4306514,17,1,2,4,2,2
4306516,23,1,3,4,2,2
4306517,26,2,2,5,3,2
4306679,24,1,2,3,3,2
4306680,28,1,2,2,5,2
4306685,19,2,3,3,3,3
4306780,21,1,2,3,4,4
4306781,25,2,2,3,4,4
4306790,22,2,3,5,1,4
4306791,17,2,,5,,5
4306792,29,2,3,3,3,2
4306793,25,2,3,2,5,1
4306794,26,1,3,1,1,2
4306795,26,2,2,5,3,2
4307144,25,2,1,4,4,3
4307145,28,1,2,2,3,2
4307146,27,1,2,3,2,2
4307147,25,2,2,4,3,2
4307295,23,2,2,3,2,2
4307512,25,2,3,4,2,3
4307758,29,2,2,3,3,2
4307799,25,2,2,1,5,5
4307800,19,2,2,4,4,1
4307801,26,1,2,2,5,1
4307802,26,2,,5,1,1
4307859,24,2,2,3,3,1
4307861,18,1,1,4,4,1
4307862,19,1,3,4,3,5
4308208,21,2,3,4,3,3
4308209,22,1,,4,4,2
4308210,20,1,2,4,2,2
4308253,18,2,3,4,4,
4308319,25,2,2,4,4,5
4308323,25,1,2,2,3,3
4308356,16,1,3,4,4,3
4308431,16,2,3,4,4,1
4308571,24,2,2,2,3,1
4308660,20,1,3,4,2,1
4308714,18,1,2,4,4,2
4308733,19,1,3,2,3,1
4308856,28,1,2,4,4,1
4308863,29,1,,5,2,1
4309017,20,2,1,5,1,1
4309018,20,2,3,5,2,1
4309019,19,1,3,5,2,1
4309044,27,2,2,3,4,1
4309045,15,2,3,2,3,1
4309046,26,1,3,4,2,2
4309235,27,2,,4,5,5
4309315,27,2,2,5,5,5
4309322,16,1,2,5,3,2
4309383,16,1,3,2,4,4
4309384,24,2,3,1,3,1
4309385,29,1,3,1,4,1
4309387,27,2,3,3,4,4
4309391,21,1,2,5,2,2
4309511,18,1,,3,4,4
4309578,21,2,2,2,4,2
4309585,19,2,2,5,2,2
4309652,27,1,2,3,2,5
4309762,20,1,3,1,4,1
4310885,22,1,2,4,4,2
4310886,26,2,3,5,2,2
4311002,26,2,1,2,4,2
4311005,29,2,1,2,4,2
4311008,20,2,3,4,4,5
4311009,21,2,3,5,2,3
4311012,22,1,2,5,5,2
4311047,23,1,3,1,1,2
4311094,23,2,2,5,1,1
4311182,22,1,2,3,2,1
4311504,18,2,3,4,4,1
4311565,29,1,2,,4,1
4311578,24,2,2,2,,1
4311580,25,2,3,5,5,1
4311591,25,2,3,4,4,2
4311594,18,1,3,4,3,1
4311717,16,2,,5,5,4
4311721,26,2,3,4,4,2
4311725,16,1,2,4,4,4
4311893,26,2,2,4,2,2
4312180,29,2,2,2,4,4
4312194,26,1,2,1,5,1
4312231,18,1,2,3,3,4
4312415,25,1,2,3,3,1
4312419,19,1,2,3,3,2
4312452,22,1,3,5,1,1
4312581,21,2,3,5,4,4
4312582,17,2,2,4,4,3
4312583,29,2,2,5,2,2
4312639,17,2,2,5,2,3
4312641,21,2,2,5,3,4
4312647,29,2,1,4,2,1
4312655,22,1,2,2,4,2
4312656,27,2,3,4,2,1
4312722,23,2,3,2,2,5
4312728,17,2,3,4,4,4
4312820,25,1,2,1,5,2
4312821,18,2,2,1,3,3
4312822,21,1,2,3,3,1
4312827,19,1,1,4,3,1
4312942,15,1,2,2,2,2
4312958,16,2,3,2,4,2
4312959,19,1,3,4,3,2
4312960,22,2,3,4,4,4
4312961,24,2,2,2,3,5
4312962,27,1,2,3,4,3
4312963,24,2,2,2,4,2
4312964,21,1,2,2,2,4
4312965,25,2,2,4,2,1
4312967,21,1,3,4,2,4
4312968,27,2,3,2,2,2
4312969,23,1,3,4,2,1
4312996,23,1,3,3,4,2
4313001,17,1,2,5,3,3
4313007,28,1,3,4,4,1
4313036,29,2,2,4,2,1
4313037,25,2,3,5,1,1
4313039,28,2,2,5,1,3
4313040,20,1,2,5,2,1
4313041,23,2,2,5,1,1
4313042,18,2,1,4,1,5
4313043,20,2,3,4,1,4
4313044,21,2,1,4,1,2
4313045,21,2,1,2,2,2
4313079,25,1,3,5,2,2
4313098,29,2,2,4,3,2
4313100,26,1,2,2,5,4
4313103,29,2,3,3,3,
4313105,26,2,2,1,4,2
4313131,21,2,,4,3,1
4313132,18,1,,4,1,5
4313193,19,1,1,4,2,1
4313194,19,2,2,5,2,5
4313243,25,1,2,1,4,4
4313264,15,1,2,,,1
4313345,23,1,2,4,2,4
4313438,26,2,1,5,3,1
4313447,20,1,2,5,5,3
4313533,29,2,3,2,3,2
4313775,26,2,2,3,3,1
4313833,15,2,2,3,3,1
4313840,26,2,2,5,2,1
4313842,26,2,2,2,4,3
4313844,26,1,2,4,4,3
4314200,21,2,3,,3,3
4314201,17,1,2,4,2,3
4314202,17,1,2,5,2,1
4315023,29,2,,5,1,1
4315171,29,1,2,4,5,4
4315172,26,2,3,5,3,4
4315174,19,2,2,4,2,4
4315275,26,1,2,3,3,
4315588,18,2,3,4,2,5
4315697,28,2,2,2,2,5
4315740,19,1,3,4,4,2
4315786,23,1,2,3,3,2
4315796,28,1,2,1,4,2
4315908,24,1,3,4,2,3
4316141,16,2,2,5,3,2
4316252,26,1,3,2,4,2
4316274,21,2,3,3,3,2
4316275,28,2,2,3,1,2
4316277,18,2,3,5,5,2
4316352,17,1,2,5,2,4
4316382,20,2,2,4,2,4
4316383,29,2,2,5,5,3
4316384,19,1,2,5,1,2
4316385,16,2,2,5,1,2
4316386,28,1,3,3,3,3
4316387,17,1,3,5,1,3
4316388,20,2,3,5,1,2
4316407,28,2,2,3,3,2
4316477,28,2,3,4,1,5
4316478,25,2,3,5,1,4
4316537,26,2,2,5,2,4
4316543,17,2,,4,1,4
4316544,20,1,2,3,1,2
4316588,17,2,3,5,4,2
4316605,21,1,2,2,5,4
4316606,29,2,3,1,4,2
4316607,23,1,3,4,5,1
4316608,25,2,3,2,2,3
4316637,17,1,3,3,5,5
4316649,17,1,2,4,2,1
4316654,16,2,2,2,,3
4316665,27,2,,4,4,1
4316666,23,2,3,5,,5
4316667,17,1,3,2,3,4
4316668,17,1,2,,,2
4316669,21,2,3,4,5,1
4316670,15,2,2,,,5
4316671,18,2,2,4,2,5
4316672,23,1,2,,,5
4316673,19,2,2,5,1,5
4316751,15,2,3,4,4,1
4316754,17,2,3,4,4,1
4316760,20,2,3,4,4,1
4316763,29,2,3,3,3,5
4316766,19,2,3,4,2,5
4316779,19,2,2,4,4,3
4316780,29,2,2,4,2,5
4316781,22,2,3,4,3,2
4316784,29,2,3,4,4,4
4316787,18,2,2,5,5,1
4316804,16,1,3,4,1,3
4316805,15,1,2,5,1,1
4316878,20,2,2,5,5,4
4316879,18,2,3,4,2,1
4316880,29,1,3,4,2,5
4316974,25,1,2,2,3,2
4316976,29,2,3,2,2,1
4316978,19,1,2,5,2,4
4316979,15,1,,5,4,1
4316982,18,2,3,4,4,2
4316983,18,2,2,4,4,1
4316984,16,2,2,4,2,
4316985,24,1,,4,3,1
4316986,29,2,2,2,2,2
4317048,29,1,2,3,3,2
4317056,21,1,3,2,5,4
4317062,25,2,2,3,3,4
4317087,24,2,2,4,4,4
4317111,18,1,3,1,5,1
4317112,17,1,3,4,3,1
4317117,29,2,2,1,5,3
4317120,16,1,2,1,5,2
4317121,27,2,3,1,4,2
4317241,27,2,2,1,1,1
4317244,16,1,2,1,4,2
4317248,26,2,3,1,2,4
4317251,22,2,2,4,2,3
4317253,22,2,2,1,1,1
4317307,17,2,3,5,1,4
4317316,21,2,3,4,,1
4317463,17,2,2,1,2,1
4317999,29,2,2,5,2,1
4318180,18,1,1,3,2,2
4318181,19,2,3,2,2,
4318182,19,2,2,5,2,5
4318183,20,2,1,4,4,2
4318185,19,2,2,4,2,1
4318186,18,2,2,4,4,1
4318187,29,2,1,2,2,2
4318188,22,2,2,4,2,1
4318415,29,2,2,3,2,5
4318516,20,2,2,4,2,1
4318544,16,1,3,2,2,5
4318549,25,2,2,1,5,1
4318602,29,2,2,2,3,2
4318765,21,1,3,3,,3
4318766,19,2,,2,4,3
4318767,24,2,1,,,1
4318768,24,2,,4,2,3
4318769,29,2,,5,,4
4318847,22,1,2,3,5,4
4318867,17,1,2,4,,2
4318884,17,2,3,2,2,3
4318888,29,1,2,4,2,5
4318911,20,1,3,4,4,5
4318979,24,2,2,2,2,1
4318993,20,1,2,2,3,2
4318994,20,1,3,4,3,3
4318995,29,1,3,4,4,3
4318997,19,1,3,2,3,2
4318999,21,1,3,4,2,2
4319000,29,2,3,2,4,1
4319001,25,2,3,2,4,3
4319002,27,1,3,2,2,2
4319033,22,1,,5,4,3
4319069,17,2,3,4,4,5
4319076,28,2,,2,4,4
4319086,20,1,2,4,5,2
4319170,28,2,2,4,3,5
4319180,16,1,,4,4,3
4319181,26,1,2,,3,4
4319184,24,2,3,,,4
4319242,18,2,3,4,4,2
4319311,21,1,2,4,5,1
4319313,27,2,3,5,5,4
4319314,21,1,2,5,3,2
4319315,16,1,2,4,3,4
4319316,29,1,2,5,5,3
4319317,17,1,3,4,3,3
4319318,20,1,2,4,3,1
4319325,29,2,2,5,1,3
4319464,23,2,2,5,1,5
4319529,16,2,3,5,5,1
4319530,28,1,2,5,3,1
4319544,26,2,2,3,4,2
4319545,24,2,2,4,4,1
4319562,29,2,2,3,2,2
4319592,20,1,2,4,4,3
4319598,17,1,3,5,1,5
4319601,22,2,2,4,3,1
4319639,26,2,2,4,3,5
4319640,21,2,1,5,2,1
4320546,29,1,1,3,2,1
4320547,20,1,2,1,3,4
4320548,27,2,1,1,4,1
4320550,19,2,2,3,3,1
4320647,15,1,2,3,3,
4320766,28,1,2,5,,1
4320767,29,2,3,2,5,1
4320824,16,2,2,5,3,1
4320887,16,1,2,2,4,5
4320911,29,1,2,1,2,1
4320994,15,1,2,3,3,3
4321054,23,2,2,4,2,3
4321069,25,2,3,4,3,3
4321114,15,1,2,2,2,3
4321185,16,1,2,3,3,4
4321192,19,1,,5,4,3
4321210,29,2,3,5,5,2
4321624,20,1,3,2,3,2
4321625,22,2,2,2,4,2
4321655,24,2,2,1,4,
4321658,18,1,2,5,5,4
4321667,22,2,3,3,3,4
4321671,18,2,2,5,1,2
4321680,19,2,2,5,1,3
4321683,28,2,2,1,,2
4321721,28,2,3,1,1,4
4321724,22,2,3,4,2,1
4321725,21,2,2,5,1,4
4321726,19,1,2,3,5,1
4321727,26,1,1,4,4,2
4321809,28,1,3,1,2,1
4321813,20,2,3,4,2,3
4321852,25,1,2,4,5,1
4321856,17,2,,3,2,1
4321875,23,2,2,4,3,1
4321888,24,2,,1,5,2
4321947,27,2,2,3,1,2
4321952,28,2,2,4,2,4
4321953,27,1,2,5,5,4
4321977,19,2,2,4,1,4
4322094,29,1,1,4,4,3
4322257,25,2,3,5,3,5
4322258,17,2,2,3,4,
4322347,29,1,2,5,2,1
4322386,22,1,3,1,4,5
4322397,19,1,,3,3,3
4322399,17,1,3,3,5,3
4322403,15,2,2,4,2,3
4322424,27,2,2,2,2,3
4322428,19,1,3,5,5,2
4322429,23,2,2,5,1,2
4322434,24,1,3,5,4,2
4322497,29,2,3,2,4,2
4322498,29,2,3,1,1,2
4322499,20,2,3,3,3,2
4322500,29,2,2,4,4,4
4322604,16,1,3,5,2,3
4322606,19,2,2,4,4,2
4322607,17,1,2,4,3,4
4322608,27,1,3,4,4,2
4322637,26,1,2,3,5,2
4322638,24,2,1,5,2,4
4322646,24,2,3,5,5,1
4322651,27,1,3,5,3,5
4322653,29,2,1,3,5,2
4322858,26,1,3,4,4,3
4322873,22,2,3,4,2,2
4322920,16,1,,4,3,
4322921,21,2,3,2,4,4
4322922,21,2,3,4,2,1
4323050,17,1,3,4,3,3
4323051,25,1,2,5,1,4
4323196,22,2,,3,3,2
4323197,29,1,,4,4,1
4323200,23,1,3,4,2,5
4323201,22,2,,4,1,2
4323206,29,2,2,3,4,1
4323207,21,2,2,5,1,1
4323208,23,1,2,4,4,2
4323251,27,2,3,2,3,2
4324071,17,1,2,3,3,1
4324258,28,1,2,2,1,2
4324259,28,2,2,3,3,2
4324260,26,2,1,,5,3
4324653,19,1,2,3,3,1
4324879,15,2,3,4,2,3
4324881,18,2,3,4,2,3
4324954,29,2,3,2,4,5
4325041,28,2,2,4,2,3
4325089,19,1,3,4,3,4
4325090,29,2,2,4,4,5
4325091,27,2,2,1,1,5
4325092,16,1,3,2,,5
4325093,26,1,3,4,2,5
4325094,25,1,2,2,4,1
4325095,26,1,2,4,2,2
4325302,24,2,2,4,3,4
4325314,28,2,2,4,4,1
4325323,20,2,3,5,1,1
4325327,18,2,1,5,2,1
4325487,24,2,2,4,3,1
4325509,17,2,1,5,3,2
4325541,21,1,2,2,2,1
4325652,29,2,2,2,2,1
4325689,20,2,1,5,3,3
4325850,22,1,2,1,1,4
4325851,15,2,1,3,3,2
4325852,29,2,1,3,3,1
4325853,29,1,1,3,2,2
4325854,22,2,2,4,3,1
4325858,22,2,3,4,3,2
4325881,29,2,2,4,3,1
4325905,19,1,2,4,2,4
4325934,28,2,3,4,2,1
4325945,26,2,2,5,3,2
4325965,26,2,2,4,,2
4325968,18,1,2,4,4,2
4325971,22,2,,5,5,1
4326000,16,1,3,3,4,4
4326001,19,2,2,4,4,4
4326002,23,1,3,2,5,1
4326024,19,1,2,5,3,1
4326030,29,1,3,3,2,5
4326031,29,2,2,2,3,3
4326084,23,2,2,2,2,3
4326085,26,2,2,5,2,3
4326087,25,1,2,4,2,3
4326106,17,2,3,5,2,2
4326108,26,1,3,4,1,1
4326109,26,1,2,2,4,4
4326132,23,2,3,1,1,3
4326135,16,2,3,4,4,1
4326160,19,2,3,1,4,1
4326214,15,2,2,2,3,
4326217,27,2,2,2,3,1
4326229,19,2,2,3,4,1
4326231,27,2,3,2,2,4
4326236,29,1,2,2,3,5
4326251,17,2,3,5,2,2
4326252,26,2,3,4,4,1
4326254,29,2,2,2,4,2
4326260,29,2,2,2,3,1
4326305,16,1,2,2,3,1
4326326,29,2,2,2,2,3
4326379,23,2,2,5,5,2
4326380,26,1,3,3,,1
4326382,26,2,2,5,2,3
4326383,18,1,2,4,5,4
4326420,24,1,,2,4,3
4326423,29,2,3,,4,4
4326426,18,1,3,5,4,5
4326438,29,2,3,2,3,3
4326442,29,2,3,2,4,2
4326507,18,2,2,5,4,2
4326508,29,2,3,2,4,5
4326958,27,1,3,,5,
4327129,29,2,2,2,3,2
4327162,15,1,2,2,3,4
4327265,20,2,3,4,2,1
4327269,16,1,3,3,1,5
4327272,26,2,3,2,3,
4327411,18,2,2,2,3,2
4327439,19,2,2,3,2,4
4327513,28,2,2,2,2,1
4327563,17,1,2,3,3,4
4327608,16,2,2,2,2,2
4327644,29,2,2,4,4,5
4327687,25,1,2,2,2,4
4327866,27,2,3,5,4,3
4327878,19,2,2,5,3,2
4327931,15,1,2,3,4,2
4327932,15,1,3,3,3,4
4328011,17,2,2,3,2,4
4328058,29,1,2,3,4,1
4328101,21,2,3,3,3,1
4328103,20,1,3,3,1,1
4328142,15,2,2,2,3,2
4328176,18,1,2,2,4,2
4328252,19,1,2,2,2,2
4328309,25,2,3,3,2,1
4328310,22,1,2,3,2,3
4328350,19,2,3,2,4,1
4328351,18,2,3,2,4,5
4328352,27,2,2,2,4,2
4328354,19,2,3,4,2,4
4328356,17,2,3,2,2,4
4328357,20,1,2,4,5,4
4328487,23,2,3,3,4,4
4328488,17,1,3,4,3,1
4328490,20,1,3,3,3,4
4328625,16,2,2,5,3,5
4328767,24,2,2,5,5,5
4328768,18,1,2,5,5,4
4328769,21,1,2,4,1,5
4328770,24,1,3,4,2,3
4328771,18,1,2,5,3,3
4328772,16,1,2,4,3,2
4328824,27,2,2,4,4,3
4328825,25,2,3,2,4,1
4328826,29,1,2,4,3,2
4328829,18,1,2,4,4,3
4328830,16,2,,4,4,1
4328831,26,1,2,2,5,2
4328832,25,1,,4,3,1
4328833,18,2,2,4,2,4
4328834,21,2,3,3,2,3
4328841,23,2,2,4,5,2
4328853,20,1,3,2,1,1
4328854,22,2,2,1,1,3
4328855,27,2,2,1,1,1
4329006,29,1,2,3,1,1
4329007,21,1,2,2,2,3
4329056,20,1,2,5,5,1
4329064,24,1,1,5,5,3
4329066,18,2,2,5,3,4
4329068,15,2,3,5,1,3
4329071,19,2,1,3,3,4
4329097,29,2,2,3,3,2
4329142,17,1,3,4,4,2
4329194,24,2,2,2,2,1
4329195,25,2,2,3,2,1
4329196,16,2,3,4,4,2
4329251,17,2,3,5,1,5
4329254,26,2,2,5,4,4
4329390,20,1,3,1,3,4
4329391,16,1,3,1,,1
4329394,29,1,3,3,4,1
4330181,16,2,3,5,3,4
4330194,19,2,2,5,3,5
4330215,19,2,2,5,1,2
4330218,23,2,3,4,3,1
4330227,28,1,2,3,3,2
4330276,18,2,3,4,3,2
4330277,22,2,3,4,4,2
4330308,28,1,2,4,2,1
4330373,23,1,2,2,4,3
4330374,16,2,2,1,4,2
4330375,24,2,3,3,1,1
4330968,23,2,3,5,2,2
4331025,21,1,3,5,1,1
4331053,20,1,2,5,1,1
4331204,28,1,2,4,3,3
4331208,18,1,3,2,4,2
4331214,26,2,3,4,2,2
4331216,24,2,2,3,4,2
4331315,25,1,2,2,3,4
4331428,29,1,2,2,2,1
4331488,17,2,,3,2,2
4331491,29,1,2,5,5,1
4331493,25,2,3,4,4,5
4331546,27,2,2,1,5,2
4331591,23,2,2,4,2,1
4331719,22,1,3,1,5,2
4331721,18,1,3,5,3,1
4331723,28,2,3,1,3,5
4331724,19,1,3,5,5,5
4331726,26,2,3,4,4,1
4331727,19,2,3,5,5,1
4331770,28,2,2,3,3,2
4331858,23,2,2,4,3,3
4331873,27,1,1,4,,3
4331874,23,2,2,2,4,2
4331939,21,2,2,1,5,2
4331949,24,2,2,5,2,3
4331968,18,1,2,4,4,3
4331993,26,2,2,3,3,4
4332088,23,1,2,4,2,1
4332089,25,2,3,5,2,1
4332090,28,1,3,3,3,
4332091,17,1,2,4,4,3
4332092,18,1,3,2,4,4
4332093,21,1,3,2,4,5
4332094,23,2,2,2,4,2
4332113,17,2,3,5,1,1
4332114,23,2,3,3,3,1
4332115,17,1,2,4,4,1
4332116,21,1,3,5,3,1
4332149,28,1,2,3,4,1
4332190,15,2,2,2,2,2
4332281,29,1,2,3,3,1
4332369,20,2,3,4,4,1
4332372,24,2,3,5,4,1
4332375,19,2,,4,4,1
4332378,18,1,2,5,4,2
4332479,29,1,2,2,4,
4332847,29,2,3,2,2,3
4332884,20,2,2,4,4,2
4332885,19,1,3,3,3,3
4332934,29,1,2,3,3,3
4332949,19,2,3,4,4,4
4332950,18,1,3,5,2,4
4333000,29,2,3,2,3,2
4333001,24,1,3,4,3,4
4333002,29,2,3,1,3,1
4333004,24,2,3,3,3,5
4333005,18,2,2,5,5,2
4333006,24,2,3,5,5,5
4333007,21,1,3,5,3,5
4333008,22,2,3,3,3,2
4333009,24,1,3,1,4,1
4333010,16,1,3,4,2,1
4333032,28,2,3,2,4,1
4333033,17,1,2,4,2,2
4333034,18,2,3,4,2,4
4333035,29,2,3,3,4,5
4333038,16,1,3,3,4,5
4333039,24,1,3,,,3
4333040,22,2,,4,4,2
4333058,27,2,2,2,4,5
4333059,20,1,3,4,4,1
4333060,18,2,3,2,4,1
4333061,25,2,2,1,4,5
4333062,19,2,3,4,4,4
4333064,20,2,2,4,4,4
4333065,17,1,3,4,2,4
4333066,23,1,2,4,4,3
4333067,18,2,2,4,4,5
4333068,19,1,2,4,3,5
4333069,29,2,3,4,4,4
4333079,17,1,3,4,4,5
4333081,28,2,3,,2,4
4333113,29,2,2,3,4,2
4333322,20,2,2,2,2,4
4333324,29,2,1,2,3,2
4333328,16,1,3,2,4,1
4333331,16,1,3,4,2,2
4333333,29,2,2,4,3,4
4333576,28,1,2,2,3,1
4333627,20,2,3,3,3,1
4333663,21,1,2,2,3,4
4333687,16,1,2,3,3,4
4333750,15,1,3,2,2,2
4333806,15,1,2,3,4,3
4333832,15,1,2,3,3,2
4333902,21,2,3,4,2,4
4333904,17,2,3,3,1,4
4333941,22,1,3,2,2,4
4333942,28,2,3,1,2,1
4333945,27,1,3,1,4,3
4334143,21,2,3,5,1,1
4334144,20,1,2,4,4,4
4334450,20,1,2,2,5,4
4334451,21,1,2,3,3,4
4334452,19,2,1,3,4,2
4334469,21,2,3,2,2,3
4334671,16,1,3,4,3,5
4334672,19,2,3,5,4,2
4334673,24,2,3,5,1,1
4334858,16,2,2,4,2,1
4334860,17,2,2,4,2,2
4334864,16,2,2,4,2,2
4334950,21,2,3,4,4,1
4335036,25,1,3,4,3,1
4335037,16,2,2,3,3,1
4335052,29,2,3,4,5,2
4335209,23,2,2,4,4,1
4335287,18,2,2,5,2,3
4335322,18,2,3,4,4,2
4335547,25,2,3,4,4,3
4335551,15,1,2,3,3,5
4335552,17,2,2,2,2,
4335553,29,2,2,2,2,4
4335556,16,2,3,4,4,1
4335559,21,2,3,4,1,2
4335562,17,1,3,1,5,3
4335565,16,1,3,3,4,2
4335573,23,2,2,3,4,1
4335594,17,2,2,2,3,4
4335630,29,2,2,5,3,1
4335652,23,2,3,3,4,1
4335677,17,2,3,4,3,1
4335679,22,2,3,3,5,1
4335680,25,2,,4,2,3
4335681,15,2,3,3,5,5
4335902,19,1,3,1,5,3
4335903,26,1,3,1,4,5
4335905,28,1,2,1,4,5
4335907,21,1,3,1,1,1
4335938,29,1,2,1,5,1
4335943,21,2,2,3,1,1
4335951,24,2,2,4,3,3
4335956,20,2,2,5,2,4
4335966,26,2,2,2,4,4
4335978,29,2,1,1,5,4
4335984,21,2,2,,2,2
4335986,18,2,2,2,4,4
4335990,20,1,1,4,2,2
4335991,17,2,2,5,4,4
4335992,18,1,2,5,2,3
4335993,18,1,2,5,4,4
4335994,18,1,2,5,3,4
4335995,29,2,2,3,1,1
4335999,27,2,3,5,3,5
4336106,18,1,3,4,3,5
4336115,28,1,3,4,3,2
4336165,25,1,3,1,3,1
4336166,23,1,3,4,2,4
4336237,29,1,3,2,4,4
4336238,20,2,3,4,3,4
4336273,26,1,3,1,4,5
4336286,17,2,3,5,5,4
4336290,20,2,3,4,3,1
4336297,22,2,2,4,2,1
4336301,21,2,,5,5,5
4336304,22,1,3,5,4,4
4336306,17,1,3,3,3,3
4336330,16,1,3,5,3,4
4336333,21,2,3,4,1,1
4336334,29,1,3,2,3,1
4336336,24,2,3,1,1,1
4336355,20,2,2,1,,1
4336356,25,1,2,1,,1
4336390,29,2,1,2,2,2
4336391,16,2,1,4,2,1
4336393,22,2,2,4,2,1
4336394,17,1,,4,4,1
4336504,15,2,2,2,2,1
4336535,24,1,2,3,4,4
4336538,16,1,2,5,3,1
4336541,26,2,1,3,4,1
4336545,28,1,3,4,4,4
